scope,name,url,selection_axes,engineering_score,artifact_path,evaluator,ndcg10,ndcg50,map,p10,composite,coverage,n_ranked_scored,n_labels
local,v3,,local,17,submission.csv,relabel_g25,0.821717945648,0.767119495899,0.989012287335,1.000000000000,0.839346664694,0.920000000000,92,136
local,v3,,local,17,submission.csv,blind_test_frozen,0.980228373709,0.930213455643,1.000000000000,1.000000000000,0.969178223548,0.990000000000,99,1000
local,v4,,local,17,submission.csv,h2,0.828420783918,0.899985528335,1.000000000000,1.000000000000,0.884206050460,1.000000000000,100,100000
local,v4,,local,17,submission.csv,independent,0.876465889900,0.833377349819,1.000000000000,1.000000000000,0.888246149896,1.000000000000,100,100000
local,v4,,local,17,submission.csv,judge1,0.910365588982,0.929758348013,0.986668975069,1.000000000000,0.932110645155,0.760000000000,76,249
local,v4,,local,17,submission.csv,judge2,1.000000000000,0.888646528758,1.000000000000,1.000000000000,0.966593958627,0.760000000000,76,249
local,v4,,local,17,submission.csv,judge3,0.967163464155,0.875406319238,0.972611824618,1.000000000000,0.942095401542,0.760000000000,76,249
local,v4,,local,17,submission.csv,expand,0.870381694678,0.597925536544,1.000000000000,1.000000000000,0.814568508302,0.240000000000,24,639
local,v4,,local,17,submission.csv,silver20k,0.954896703409,0.801554632978,1.000000000000,1.000000000000,0.917914741598,0.250000000000,25,20000
local,v4,,local,17,submission.csv,reviewer,0.949103369441,0.726942742580,0.479791873636,0.900000000000,0.809603288540,0.620000000000,62,180
local,v4,,local,17,submission.csv,blind,0.918474811015,0.918025610330,0.848464912281,0.700000000000,0.896914825449,0.240000000000,24,50
local,v4,,local,17,submission.csv,merged_j1,0.910365588982,0.841833327598,0.989250898804,1.000000000000,0.906120427591,0.950000000000,95,281
local,v4,,local,17,submission.csv,merged_j2,1.000000000000,0.911768727703,1.000000000000,1.000000000000,0.973530618311,0.950000000000,95,281
local,v4,,local,17,submission.csv,merged_j3,0.967163464155,0.874193741852,0.978036475056,1.000000000000,0.942545325892,0.950000000000,95,281
local,v4,,local,17,submission.csv,relabel_j4,1.000000000000,0.878804777708,1.000000000000,1.000000000000,0.963641433313,0.920000000000,92,135
local,v4,,local,17,submission.csv,relabel_g25,0.821717945648,0.767119495899,0.989014814480,1.000000000000,0.839347043766,0.930000000000,93,136
local,v4,,local,17,submission.csv,blind_test_frozen,0.980606448957,0.930362346055,1.000000000000,1.000000000000,0.969411928295,0.990000000000,99,1000
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,h2,0.786271305262,0.811582022688,1.000000000000,1.000000000000,0.836610259437,1.000000000000,100,100000
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,independent,0.747798787494,0.752180698038,1.000000000000,1.000000000000,0.799553603158,1.000000000000,100,100000
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,judge1,0.773889405995,0.854924783823,1.000000000000,1.000000000000,0.843422138144,0.640000000000,64,249
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,judge2,1.000000000000,0.887816997728,1.000000000000,1.000000000000,0.966345099319,0.640000000000,64,249
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,judge3,1.000000000000,0.857236800170,1.000000000000,1.000000000000,0.957171040051,0.640000000000,64,249
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,expand,0.627427657215,0.616597283155,1.000000000000,1.000000000000,0.698693013554,0.360000000000,36,639
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,silver20k,0.753336611008,0.664681929183,0.778896669206,0.800000000000,0.732907384640,0.200000000000,20,20000
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,reviewer,1.000000000000,0.773291113344,0.638341358005,1.000000000000,0.877738537704,0.640000000000,64,180
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,blind,0.927173067015,0.925661008265,0.876984126984,0.700000000000,0.907832455035,0.230000000000,23,50
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,merged_j1,0.776888339537,0.758271634848,1.000000000000,1.000000000000,0.815925660223,0.810000000000,81,281
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,merged_j2,1.000000000000,0.887433496485,1.000000000000,1.000000000000,0.966230048945,0.810000000000,81,281
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,merged_j3,1.000000000000,0.833009579268,1.000000000000,1.000000000000,0.949902873780,0.810000000000,81,281
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,relabel_j4,1.000000000000,0.811228464428,1.000000000000,1.000000000000,0.943368539329,0.790000000000,79,135
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,relabel_g25,0.866420754070,0.776455550705,1.000000000000,1.000000000000,0.866147042247,0.800000000000,80,136
public,0xSHSH/redrob-talentgraph-ai,https://github.com/0xSHSH/redrob-talentgraph-ai,"reviewer,blind,engineering",15,submissions/team_talentgraph.csv,blind_test_frozen,0.903672597117,0.874216387514,1.000000000000,1.000000000000,0.914101214813,0.890000000000,89,1000
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,h2,0.852235342093,0.735040638926,0.907195860999,1.000000000000,0.832709241874,1.000000000000,100,100000
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,independent,0.881990711406,0.678931269596,0.907195860999,1.000000000000,0.830754115731,1.000000000000,100,100000
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,judge1,0.738673050874,0.672631262925,1.000000000000,1.000000000000,0.771125904314,0.370000000000,37,249
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,judge2,1.000000000000,0.675346136262,1.000000000000,1.000000000000,0.902603840879,0.370000000000,37,249
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,judge3,0.879406034455,0.627638605373,0.936438555281,1.000000000000,0.818460382131,0.370000000000,37,249
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,expand,0.589981127127,0.561481149944,0.811009839314,1.000000000000,0.635086384444,0.370000000000,37,639
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,silver20k,0.693641877519,0.488997830045,0.558104631866,0.900000000000,0.622235982553,0.190000000000,19,20000
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,reviewer,0.888910044901,0.654573297801,0.483520355575,0.900000000000,0.758355065127,0.400000000000,40,180
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,blind,0.872518562195,0.749752263697,0.750000000000,0.600000000000,0.803684960206,0.130000000000,13,50
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,merged_j1,0.781516492849,0.712956877613,1.000000000000,1.000000000000,0.804645309708,0.470000000000,47,281
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,merged_j2,1.000000000000,0.776432429589,1.000000000000,1.000000000000,0.932929728877,0.470000000000,47,281
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,merged_j3,0.884384226315,0.713606860879,0.949488405108,1.000000000000,0.848697432187,0.470000000000,47,281
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,relabel_j4,1.000000000000,0.746293382402,1.000000000000,1.000000000000,0.923888014720,0.430000000000,43,135
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,relabel_g25,0.785823542151,0.651091586342,0.972664199446,1.000000000000,0.784138876895,0.430000000000,43,136
public,A-001-byte/Redrob-PMP,https://github.com/A-001-byte/Redrob-PMP,engineering,17,submission/submission.csv,blind_test_frozen,0.884030555901,0.854787967354,1.000000000000,1.000000000000,0.898451668156,0.690000000000,69,1000
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,h2,0.790565562227,0.793712184167,0.961157107878,1.000000000000,0.827570002545,1.000000000000,100,100000
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,independent,0.836415216123,0.745986870257,0.961157107878,1.000000000000,0.836177235320,1.000000000000,100,100000
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,judge1,0.812373770376,0.897687119558,1.000000000000,1.000000000000,0.875493021055,0.580000000000,58,249
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,judge2,1.000000000000,0.888021042930,1.000000000000,1.000000000000,0.966406312879,0.580000000000,58,249
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,judge3,0.967163464155,0.846137935984,1.000000000000,1.000000000000,0.937423112873,0.580000000000,58,249
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,expand,0.711781529879,0.721693119705,0.969498803913,1.000000000000,0.767823521438,0.400000000000,40,639
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,silver20k,0.830902206877,0.620639557687,0.820542245852,0.900000000000,0.769724307623,0.200000000000,20,20000
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,reviewer,0.949103369441,0.802792648250,0.673767990504,0.900000000000,0.861454677771,0.640000000000,64,180
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,blind,0.930009356282,0.901735240352,0.897073412698,0.700000000000,0.905086262152,0.220000000000,22,50
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,merged_j1,0.812373770376,0.813758112475,1.000000000000,1.000000000000,0.850314318930,0.730000000000,73,281
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,merged_j2,1.000000000000,0.908157637044,1.000000000000,1.000000000000,0.972447291113,0.730000000000,73,281
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,merged_j3,0.967163464155,0.854667789218,1.000000000000,1.000000000000,0.939982068843,0.730000000000,73,281
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,relabel_j4,1.000000000000,0.868665657043,1.000000000000,1.000000000000,0.960599697113,0.690000000000,69,135
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,relabel_g25,0.819679753220,0.769683316982,1.000000000000,1.000000000000,0.840744871705,0.700000000000,70,136
public,aaryanpawar16/Redrob-AI-Candidate-Ranker,https://github.com/aaryanpawar16/Redrob-AI-Candidate-Ranker,blind,7,output/Team_Mavericks.csv,blind_test_frozen,0.970665916017,0.902824059232,1.000000000000,1.000000000000,0.956180175778,0.830000000000,83,1000
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,h2,0.814928044066,0.863886182989,0.964271502946,1.000000000000,0.861270602372,1.000000000000,100,100000
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,independent,0.780297901525,0.755080196363,0.964271502946,1.000000000000,0.811313735114,1.000000000000,100,100000
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,judge1,0.848209239763,0.916227367314,1.000000000000,1.000000000000,0.898972830075,0.620000000000,62,249
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,judge2,1.000000000000,0.881522535638,1.000000000000,1.000000000000,0.964456760691,0.620000000000,62,249
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,judge3,0.967163464155,0.884370306466,1.000000000000,1.000000000000,0.948892824017,0.620000000000,62,249
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,expand,0.812182134181,0.731935645603,0.960694460468,1.000000000000,0.819775929842,0.380000000000,38,639
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,silver20k,0.871613989528,0.634563589529,0.863877904103,1.000000000000,0.805757757238,0.170000000000,17,20000
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,reviewer,0.808447314558,0.740806721327,0.555821494062,0.700000000000,0.744838897786,0.690000000000,69,180
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,blind,0.814729293767,0.876637543348,0.745914502165,0.600000000000,0.812243085213,0.240000000000,24,50
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,merged_j1,0.915591542390,0.863870283917,1.000000000000,1.000000000000,0.916956856370,0.810000000000,81,281
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,merged_j2,1.000000000000,0.864430921348,1.000000000000,1.000000000000,0.959329276405,0.810000000000,81,281
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,merged_j3,1.000000000000,0.874048734886,1.000000000000,1.000000000000,0.962214620466,0.810000000000,81,281
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,relabel_j4,1.000000000000,0.835060704888,1.000000000000,1.000000000000,0.950518211466,0.770000000000,77,135
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,relabel_g25,0.850334263143,0.778419662228,1.000000000000,1.000000000000,0.858693030240,0.770000000000,77,136
public,AbhayBhise/REDROB-AI-,https://github.com/AbhayBhise/REDROB-AI-,mean7,8,submission.csv,blind_test_frozen,0.929992315415,0.915040923060,1.000000000000,1.000000000000,0.939508434626,0.870000000000,87,1000
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,h2,0.862265386901,0.835199388898,1.000000000000,1.000000000000,0.881692510120,1.000000000000,100,100000
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,independent,0.912273345058,0.785442204700,1.000000000000,1.000000000000,0.891769333939,1.000000000000,100,100000
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,judge1,0.841540784339,0.888709325762,1.000000000000,1.000000000000,0.887383189898,0.690000000000,69,249
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,judge2,1.000000000000,0.891538660632,1.000000000000,1.000000000000,0.967461598190,0.690000000000,69,249
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,judge3,0.951076973229,0.879058323300,0.985084077739,1.000000000000,0.937018595265,0.690000000000,69,249
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,expand,0.733941198633,0.620874785627,1.000000000000,1.000000000000,0.753233035005,0.290000000000,29,639
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,silver20k,0.815082095364,0.675386407693,0.727010293770,0.800000000000,0.759208514056,0.240000000000,24,20000
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,reviewer,0.871165929741,0.766000282527,0.586756632216,0.800000000000,0.793396544461,0.620000000000,62,180
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,blind,0.904535287574,0.888551423253,0.800712481962,0.700000000000,0.873939943057,0.220000000000,22,50
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,merged_j1,0.843570565068,0.809299780886,1.000000000000,1.000000000000,0.864575216800,0.830000000000,83,281
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,merged_j2,1.000000000000,0.913781700402,1.000000000000,1.000000000000,0.974134510121,0.830000000000,83,281
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,merged_j3,0.951076973229,0.870677535554,0.987659719100,1.000000000000,0.934890705146,0.830000000000,83,281
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,relabel_j4,1.000000000000,0.899384068009,1.000000000000,1.000000000000,0.969815220403,0.770000000000,77,135
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,relabel_g25,0.760801848610,0.723634456075,1.000000000000,1.000000000000,0.797491261128,0.780000000000,78,136
public,Ajeets6/IndiaRunsHackathon,https://github.com/Ajeets6/IndiaRunsHackathon,"h2,mean7",6,submission/submission.csv,blind_test_frozen,0.956151482739,0.881284503597,1.000000000000,1.000000000000,0.942461092449,0.880000000000,88,1000
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,h2,0.878652283242,0.829252261270,1.000000000000,1.000000000000,0.888101820002,1.000000000000,100,100000
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,independent,0.929610616119,0.755803007503,1.000000000000,1.000000000000,0.891546210311,1.000000000000,100,100000
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,judge1,0.789771623437,0.858008102494,0.956213110376,1.000000000000,0.845720209023,0.570000000000,57,249
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,judge2,1.000000000000,0.832370261651,0.979104396970,1.000000000000,0.946576738041,0.570000000000,57,249
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,judge3,0.910365588982,0.822520141039,0.942964099399,1.000000000000,0.893383451712,0.570000000000,57,249
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,expand,0.607940804230,0.530285576489,0.931132704102,0.900000000000,0.647725980677,0.300000000000,30,639
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,silver20k,0.764195483353,0.631696510430,0.699389693815,0.900000000000,0.721515148878,0.230000000000,23,20000
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,reviewer,0.911963293481,0.722663507195,0.465187736207,0.900000000000,0.787558859330,0.480000000000,48,180
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,blind,0.768613847700,0.796618306935,0.683938120703,0.500000000000,0.750883134036,0.190000000000,19,50
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,merged_j1,0.822608159281,0.784401129541,0.962421022175,1.000000000000,0.840987571829,0.680000000000,68,281
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,merged_j2,1.000000000000,0.836216041340,0.981931942706,1.000000000000,0.948154603808,0.680000000000,68,281
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,merged_j3,0.943202124826,0.816845953625,0.951127140927,1.000000000000,0.909323919640,0.680000000000,68,281
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,relabel_j4,0.965804271765,0.825804837911,1.000000000000,1.000000000000,0.930643587256,0.630000000000,63,135
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,relabel_g25,0.786382650318,0.690552716239,1.000000000000,1.000000000000,0.800357140031,0.640000000000,64,136
public,ammu5406/redrob-intel-ranker,https://github.com/ammu5406/redrob-intel-ranker,h2,4,submission.csv,blind_test_frozen,0.954106396763,0.848701309033,1.000000000000,1.000000000000,0.931663591091,0.790000000000,79,1000
public,AnkanDasBarman/redrob-ranker,https://github.com/AnkanDasBarman/redrob-ranker,mean7,6,outputs/submission_Final.csv,h2,0.728657091603,0.730130853350,0.857456879616,1.000000000000,0.761986333749,1.000000000000,100,100000
public,AnkanDasBarman/redrob-ranker,https://github.com/AnkanDasBarman/redrob-ranker,mean7,6,outputs/submission_Final.csv,independent,0.770916300776,0.674322346533,0.857456879616,1.000000000000,0.766373386290,1.000000000000,100,100000
public,AnkanDasBarman/redrob-ranker,https://github.com/AnkanDasBarman/redrob-ranker,mean7,6,outputs/submission_Final.csv,judge1,0.907366655440,0.901510952126,1.000000000000,1.000000000000,0.924136613357,0.540000000000,54,249
